NSN,Description,Unit of Measure,Total Quantity,Kit Count,Unit Price,Accountability Code,Source,Is Kit,Kit Membership
6515-CF-002-7539,SUCTION DVC TACT AIRWAY,EA,8,3,59.28,C,WHSE,,"KIT, MEDICAL, C.A.F. DIVE TEAM (6545-20-A0M-1006) x2; KIT, TMT CRASH CART, MAJOR WARSHIP, MEDICAL TREATMENT FACILITY (6545-20-A0U-7793) x5; KIT, TREATMENT, MED TECH, BAG (6545-CF-002-1002) x1"
6515-CF-002-7569,CANNULA NASAL 7FT O2,EA,51,2,0.7,C,WHSE,,"KIT, MEDICAL, C.A.F. DIVE TEAM (6545-20-A0M-1006) x1; KIT, TMT CRASH CART, MAJOR WARSHIP, MEDICAL TREATMENT FACILITY (6545-20-A0U-7793) x50"
6515-CF-002-7589,"GLOVES, EXAMINATION, NON-STERILE, NITRILE, LARGE, BLUE, CHEMO-APPROVED, 12"" EXTENDED CUFF",BX,0.32,1,21.97,C,WHSE,,"KIT, TREATMENT, MED TECH, BAG (6545-CF-002-1002) x0.32"
6515-CF-002-7714,OXIMETER NONIN 9550,EA,3,2,911.94,D,WHSE,,"TREATMENT KIT, DIAGNOSTIC AND SCOPES, MAJOR NAVAL WARSHIP (6545-20-A0U-8767) x2; KIT, TREATMENT, MED TECH, BAG (6545-CF-002-1002) x1"
6515-CF-002-7804,RESUSCITATOR BVM DIS RED,EA,2,1,21.48,C,WHSE,,"KIT, TMT CRASH CART, MAJOR WARSHIP, MEDICAL TREATMENT FACILITY (6545-20-A0U-7793) x2"
6515-CF-002-7942,"KIT, PROBE AND WELL, RECTAL, 4FT USE WITH 6515-01-513-3518",EA,2,2,102.66,D,WHSE,,"TREATMENT KIT, DIAGNOSTIC AND SCOPES, MAJOR NAVAL WARSHIP (6545-20-A0U-8767) x1; TREATMENT KIT, INSTRUMENTS, MAJOR NAVAL WARSHIP (6545-20-A0U-8762) x1"
6515-CF-002-7957,KIT FIRST RESPONDER AED,KT,2,1,50.58,C,WHSE,,"TREATMENT KIT, MAJOR MEDICAL EQUIPMENT AND RELATED CONSUMABLES, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY. (6545-20-A0U-9002) x2"
6515-CF-002-7958,DEVICE INHALER ASSISTANC,EA,1,1,4.92,C,WHSE,,"KIT, TREATMENT, MEDICATIONS, MED TECH BAG (6545-CF-002-8529) x1"
6515-CF-002-8016,DEVICE LANCET SAFETY,EA,200,1,0.25,C,WHSE,,"TREATMENT KIT, LAB POC AND TESTING KITS (6545-20-A0U-8758) x200"
6515-CF-002-8058,BLADE MILLER SZ 3 DISPOS,EA,1,1,6.88,C,WHSE,,"KIT, MARITIME R1 MTF, MASCAL, EVACUATION, TRAUMA (6545-CF-005-0438) x1"
6515-CF-002-8059,BLADE MILLER SZ 4 DISPOS,EA,1,1,8.28,C,WHSE,,"KIT, MARITIME R1 MTF, MASCAL, EVACUATION, TRAUMA (6545-CF-005-0438) x1"
6515-CF-002-8062,BLADE MAC SZ 3 DISPOS,EA,1,1,5.4,C,WHSE,,"KIT, MARITIME R1 MTF, MASCAL, EVACUATION, TRAUMA (6545-CF-005-0438) x1"
6515-CF-002-8063,BLADE MAC SZ 4 DISPOS,EA,1,1,8.05,C,WHSE,,"KIT, MARITIME R1 MTF, MASCAL, EVACUATION, TRAUMA (6545-CF-005-0438) x1"
6515-CF-002-8064,HANDLE LARYNGOSCOPE DISP,EA,1,1,19.85,D,WHSE,,"KIT, MARITIME R1 MTF, MASCAL, EVACUATION, TRAUMA (6545-CF-005-0438) x1"
6515-CF-002-8065,"LARYNGOSCOPE HANDLE, USED WITH 6515-CF-002-8065, PART OF LARYNGOSCOPE EMERG SET 6515-CF-002-8054",EA,1,1,176.71,C,WHSE,,"KIT, MARITIME R1 MTF, MASCAL, EVACUATION, TRAUMA (6545-CF-005-0438) x1"
6515-CF-002-8072,RESUS HANDHELD PORTA CA,EA,4,1,2492.48,B,WHSE,,"TREATMENT KIT, MAJOR MEDICAL EQUIPMENT AND RELATED CONSUMABLES, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY. (6545-20-A0U-9002) x4"
6515-CF-002-8154,"BAG MED BVS COYOTE BROWN W/ ""NICE"" FRAME",EA,2,2,1599.05,D,WHSE,,"KIT, TMT CRASH CART, MAJOR WARSHIP, MEDICAL TREATMENT FACILITY (6545-20-A0U-7793) x1; TREATMENT KIT, ENT, UROLOGY, OPHTHALMO, CHEST, GI AND GENERAL (6545-20-A0U-8765) x1"
6515-CF-002-8161,"KIT, SUTURE REMOVAL WITH LITTAUER SCISSORS, FINE-TIPPED FORCEP AND A 2IN(5CM) X 2IN(5CM)GAUZE.",KT,12,1,1.93,C,WHSE,,"TREATMENT KIT, SUTURES AND TAPES (6545-20-A0U-8763) x12"
6515-CF-002-8171,KIT WOUND MANAGE DISP TR,KT,5,1,6.65,D,WHSE,,"TREATMENT KIT, BANDAGES/DRESSINGS AND TRAYS, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY (6545-20-A0U-8755) x5"
6515-CF-002-8173,TRAY MINOR PROCED DISP,KT,10,1,20.84,D,WHSE,,"KIT, TMT CRASH CART, MAJOR WARSHIP, MEDICAL TREATMENT FACILITY (6545-20-A0U-7793) x10"
6515-CF-002-8318,INFUSOR PRESSURE 1000ML,EA,2,1,22.85,C,WHSE,,"KIT, TMT CRASH CART, MAJOR WARSHIP, MEDICAL TREATMENT FACILITY (6545-20-A0U-7793) x2"
6515-CF-002-8362,"DEVICE, MUCOSAL ATOMIZATION, WITH LUER LOCK AND 3ML SYRINGE",EA,12,2,7.15,C,WHSE,,"KIT, TMT CRASH CART, MAJOR WARSHIP, MEDICAL TREATMENT FACILITY (6545-20-A0U-7793) x10; KIT, TREATMENT, MEDICATIONS, MED TECH BAG (6545-CF-002-8529) x2"
6515-CF-002-8512,HANDLE FOR OTOSCOPE 6515-CF-002-8513 OR 6515-CF-002-7372 AND OPHTHALMOSCOPE 6540-01-239-5474,EA,1,1,198.81,C,WHSE,,"TREATMENT KIT, DIAGNOSTIC AND SCOPES, MAJOR NAVAL WARSHIP (6545-20-A0U-8767) x1"
6515-CF-002-8513,"OTOSCOPE HEAD, 3.5V, FIBER OPTIC, MACROVIEW",EA,2,2,340.88,C,WHSE,,"TREATMENT KIT, DIAGNOSTIC AND SCOPES, MAJOR NAVAL WARSHIP (6545-20-A0U-8767) x1; KIT, MARITIME R1 MTF, MASCAL, EVACUATION, TRAUMA (6545-CF-005-0438) x1"
6515-CF-002-8526,SHIELD EYE ALU WITH PROTECT CLOTH COVER LF,EA,2,1,1.81,C,WHSE,,"KIT, TREATMENT, MED TECH, BAG (6545-CF-002-1002) x2"
6515-CF-002-8539,"KIT, TEMPERATURE MONITORING, CONSTANT",EA,1,1,694.73,C,WHSE,,"KIT, MEDICAL, C.A.F. DIVE TEAM (6545-20-A0M-1006) x1"
6515-CF-002-8547,"ADAPTER, AIRWAY, ADULT & PEDIATRIC FOR CO2 MONITOR 6515-CF-002-8546",BX,1,1,285,C,WHSE,,"TREATMENT KIT, MAJOR MEDICAL EQUIPMENT AND RELATED CONSUMABLES, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY. (6545-20-A0U-9002) x1"
6515-CF-002-8554,SCALPEL DISP 10 SAFETY SHIELD,EA,60,2,2.89,C,WHSE,,"KIT, TMT CRASH CART, MAJOR WARSHIP, MEDICAL TREATMENT FACILITY (6545-20-A0U-7793) x50; TREATMENT KIT, INSTRUMENTS, MAJOR NAVAL WARSHIP (6545-20-A0U-8762) x10"
6515-CF-002-8556,SCALPEL DISP 15 SAFETY SHIELD,EA,63,3,2.89,C,WHSE,,"KIT, TMT CRASH CART, MAJOR WARSHIP, MEDICAL TREATMENT FACILITY (6545-20-A0U-7793) x50; KIT, R1, DENTAL EMERGENCY, PA/MO (6545-CF-005-0890) x3; TREATMENT KIT, INSTRUMENTS, MAJOR NAVAL WARSHIP (6545-20-A0U-8762) x10"
6515-CF-002-8619,"PADS, HEAT, OXYGEN ACTIVATED, SET OF 4 USED WITH BLANKET 6532-CF-003-0369",SE,11,4,107.85,C,WHSE,,"KIT, TMT, C.A.F. DIVE TEAM C-SPINE IMMOBILIZATION (6545-20-A0M-1004) x1; KIT, MEDICAL, C.A.F. DIVE TEAM (6545-20-A0M-1006) x1; TREATMENT KIT, MAJOR MEDICAL EQUIPMENT AND RELATED CONSUMABLES, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY. (6545-20-A0U-9002) x4; KIT, MARITIME R1 MTF, MASCAL, EVACUATION, TRAUMA (6545-CF-005-0438) x5"
6515-CF-002-8683,NEEDLE HYP SAFETY 22G X 1.5IN,EA,100,1,0.14,C,WHSE,,"KIT, TMT CRASH CART, MAJOR WARSHIP, MEDICAL TREATMENT FACILITY (6545-20-A0U-7793) x100"
6515-CF-002-8686,SET IV INJECTION 23G X 0.75IN WITH TUBING AND LUER ADAPTER,SE,100,2,1.53,C,WHSE,,"TREATMENT KIT, BLOOD COLLECTION (6545-20-A0U-8757) x50; TREATMENT KIT, IV/IO AND FLUIDS, MAJOR NAVAL WARSHIP (6545-20-A0U-8761) x50"
6515-CF-002-8692,NEEDLE HYP SAFETY 18G X 1.5IN,EA,115,3,0.2,C,WHSE,,"KIT, TMT CRASH CART, MAJOR WARSHIP, MEDICAL TREATMENT FACILITY (6545-20-A0U-7793) x100; KIT, MARITIME R1 MTF, MASCAL, EVACUATION, TRAUMA (6545-CF-005-0438) x5; KIT, TREATMENT, MED TECH, BAG (6545-CF-002-1002) x10"
6515-CF-002-8693,NEEDLE HYP SAFETY 21G X 1.5IN,EA,625,3,0.13,C,WHSE,,"KIT, TMT CRASH CART, MAJOR WARSHIP, MEDICAL TREATMENT FACILITY (6545-20-A0U-7793) x100; TREATMENT KIT, IV/IO AND FLUIDS, MAJOR NAVAL WARSHIP (6545-20-A0U-8761) x500; KIT, MARITIME R1 MTF, MASCAL, EVACUATION, TRAUMA (6545-CF-005-0438) x25"
6515-CF-002-8695,NEEDLE HYP SAFETY 22G X 1IN,EA,215,3,0.21,C,WHSE,,"KIT, TMT CRASH CART, MAJOR WARSHIP, MEDICAL TREATMENT FACILITY (6545-20-A0U-7793) x200; KIT, MARITIME R1 MTF, MASCAL, EVACUATION, TRAUMA (6545-CF-005-0438) x10; KIT, TREATMENT, MED TECH, BAG (6545-CF-002-1002) x5"
6515-CF-002-8696,NEEDLE HYP SAFETY 27G X 0.5IN,EA,50,1,0.26,C,WHSE,,"KIT, MARITIME R1 MTF, MASCAL, EVACUATION, TRAUMA (6545-CF-005-0438) x50"
6515-CF-002-8699,NEEDLE HYP SAFETY 25G X 1.5IN,EA,10,1,0.35,C,WHSE,,"KIT, TMT CRASH CART, MAJOR WARSHIP, MEDICAL TREATMENT FACILITY (6545-20-A0U-7793) x10"
6515-CF-002-8701,NEEDLE HYP SAFETY 25G X 0.63IN,EA,500,1,0.22,C,WHSE,,"KIT, TMT CRASH CART, MAJOR WARSHIP, MEDICAL TREATMENT FACILITY (6545-20-A0U-7793) x500"
6515-CF-002-8710,CATHETER IV DUAL PORT SAFETY 18G X 1.25IN,EA,20,1,6.15,C,WHSE,,"KIT, MARITIME R1 MTF, MASCAL, EVACUATION, TRAUMA (6545-CF-005-0438) x20"
6515-CF-002-8731,"NEEDLE, BLUNT, WITH 5 MICRON FILTER, 18G X 1.5IN",EA,100,1,0.24,C,WHSE,,"KIT, TMT CRASH CART, MAJOR WARSHIP, MEDICAL TREATMENT FACILITY (6545-20-A0U-7793) x100"
6515-CF-002-8768,"BRACE, KNEE, HINGED, WRAP, BREATHABLE, M, 47CM TO 53CM",EA,2,1,49.23,C,WHSE,,"TREATMENT KIT, MSK AND BRACES/SPLINTS (6545-20-A0U-8766) x2"
6515-CF-002-8769,"BRACE, KNEE, HINGED, WRAP, BREATHABLE, L, 53CM TO 60CM",EA,2,1,44.35,C,WHSE,,"TREATMENT KIT, MSK AND BRACES/SPLINTS (6545-20-A0U-8766) x2"
6515-CF-002-8770,"BRACE, KNEE, HINGED, WRAP, BREATHABLE, XL, 60CM TO 67CM",EA,2,1,48.19,C,WHSE,,"TREATMENT KIT, MSK AND BRACES/SPLINTS (6545-20-A0U-8766) x2"
6515-CF-002-8785,"BINDER, PELVIC, PELVIS TRAUMA ORTHOTIC DEVICE, ORANGE",EA,2,1,168,C,WHSE,,"KIT, MARITIME R1 MTF, MASCAL, EVACUATION, TRAUMA (6545-CF-005-0438) x2"
6515-CF-002-8809,"SUTURE, TRICLOSAN & POLYGLACT 910, UNDYED BRAIDED, ABSORBABLE, SIZE 0, 40MM REVERSE CUTTING EDGE, THREAD LENGTH 27IN, ANTIBACTERIAL",BX,1,1,192.09,C,WHSE,,"TREATMENT KIT, SUTURES AND TAPES (6545-20-A0U-8763) x1"
6515-CF-002-8905,"CAPNOLINE, SMART, O2 PLUS, ADULT FOR USE WITH 6515-01-693-1239",EA,10,1,21.35,C,WHSE,,"TREATMENT KIT, MAJOR MEDICAL EQUIPMENT AND RELATED CONSUMABLES, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY. (6545-20-A0U-9002) x10"
6515-CF-002-8985,"TRANSILLUMINATOR, 3.5V, FINNOFF STYLE, HALOGEN",EA,1,1,97.17,C,WHSE,,"TREATMENT KIT, DIAGNOSTIC AND SCOPES, MAJOR NAVAL WARSHIP (6545-20-A0U-8767) x1"
6515-CF-002-9051,"ELECTRODE, SOLID DISPERSIVE, DISPOSABLE ACCESSORY FOR ELECTROSURGICAL UNIT 6515-CF-002-8371 & 6515-CF-002-9769.",BX,2,1,67,C,WHSE,,"TREATMENT KIT, MAJOR MEDICAL EQUIPMENT AND RELATED CONSUMABLES, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY. (6545-20-A0U-9002) x2"
6515-CF-002-9061,"PAPER, REPLACMENT FOR ELCTROCARDIOGRAPH 6515-17-118-4714",PG,2,1,40.52,C,WHSE,,"TREATMENT KIT, MAJOR MEDICAL EQUIPMENT AND RELATED CONSUMABLES, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY. (6545-20-A0U-9002) x2"
6515-CF-002-9076,"SET, SOLUTION, 10 DROPS/ML, 3 LEUR VALVES, MALE LUER LOCK, 105IN LONG",EA,59,3,8.4,C,WHSE,,"KIT, TMT CRASH CART, MAJOR WARSHIP, MEDICAL TREATMENT FACILITY (6545-20-A0U-7793) x10; TREATMENT KIT, IV/IO AND FLUIDS, MAJOR NAVAL WARSHIP (6545-20-A0U-8761) x48; KIT, TREATMENT, MED TECH, BAG (6545-CF-002-1002) x1"
6515-CF-002-9111,"GLOVES, MOISTURIZED, 15 PACKS OF 14 GLOVES PER CASE",PG,4,1,4.2,C,WHSE,,"TREATMENT KIT, HYGIENE AND PPE (6545-20-A0U-8764) x4"
6515-CF-002-9112,"BAG, VOMIT GRAV FEEDER 50EA/BX",BX,1,1,40.14,C,WHSE,,"TREATMENT KIT, HYGIENE AND PPE (6545-20-A0U-8764) x1"
6515-CF-002-9113,"BEDPAN SUPPORT COVER, 20EA/CA",CS,1,1,50,C,WHSE,,"TREATMENT KIT, HYGIENE AND PPE (6545-20-A0U-8764) x1"
6515-CF-002-9114,"SUPPORT URINAL ELONGATED, 20EA/CA",CS,1,1,50,C,WHSE,,"TREATMENT KIT, HYGIENE AND PPE (6545-20-A0U-8764) x1"
6515-CF-002-9115,"SUPPORT VOMIT BAG, 20EA/CA",CS,1,1,109.73,C,WHSE,,"TREATMENT KIT, HYGIENE AND PPE (6545-20-A0U-8764) x1"
6515-CF-002-9118,"COVER, URINAL HYGIENIC, 20EA/PK",PG,2,1,11,C,WHSE,,"TREATMENT KIT, HYGIENE AND PPE (6545-20-A0U-8764) x2"
6515-CF-002-9119,"COVER, EMESIS HYGIENIC, 20EA/PK",PG,2,1,16.76,C,WHSE,,"TREATMENT KIT, HYGIENE AND PPE (6545-20-A0U-8764) x2"
6515-CF-002-9120,"PAD ABSORBENT, 30EA/PK",PG,6,1,13.7,C,WHSE,,"TREATMENT KIT, HYGIENE AND PPE (6545-20-A0U-8764) x6"
6515-CF-002-9233,TRIAGE TAGS(SET)INCLUDES DEAD TAG,EA,55,2,5.81,D,WHSE,,"TREATMENT KIT, ENT, UROLOGY, OPHTHALMO, CHEST, GI AND GENERAL (6545-20-A0U-8765) x50; KIT, TREATMENT, MED TECH, BAG (6545-CF-002-1002) x5"
6515-CF-002-9299,"SLEEVE, PROTECTIVE, FOR ANALYZER 6630-CF-002-9295",BX,1,1,25.2,C,WHSE,,"TREATMENT KIT, LAB POC AND TESTING KITS (6545-20-A0U-8758) x1"
6515-CF-002-9369,"STEP UP/STEP DOWN TRANSFORMER, FOR INCUBATOR 6630-CF-001-9871",EA,1,1,109.65,C,ExternalRqn,,"TREATMENT KIT, MAJOR MEDICAL EQUIPMENT AND RELATED CONSUMABLES, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY. (6545-20-A0U-9002) x1"
6515-CF-002-9379,"NON-STERILE HANDPIECE SHEATH ACCESSORY FOR 6515-CF-002-8371 & 6515-CF-002-9769 APPARATUS, ELECTROSURGICAL UNIT.",BX,2,1,49,,WHSE,,"TREATMENT KIT, MAJOR MEDICAL EQUIPMENT AND RELATED CONSUMABLES, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY. (6545-20-A0U-9002) x2"
6515-CF-002-9388,"SHARP ELECTRODE DERMAL TIP NONSTERILE, 100/BX, ACCESSORY FOR 6515-CF-002-8371 & 6515-CF-002-9769.",BX,1,1,96,C,WHSE,,"TREATMENT KIT, MAJOR MEDICAL EQUIPMENT AND RELATED CONSUMABLES, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY. (6545-20-A0U-9002) x1"
6515-CF-002-9389,"BLUNT ELECTRODE DERMAL TIP NONSTERILE, 100 /BX, ACCESSORY FOR 6515-CF-002-8371 & 6515-CF-002-9769.",BX,1,1,96,C,WHSE,,"TREATMENT KIT, MAJOR MEDICAL EQUIPMENT AND RELATED CONSUMABLES, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY. (6545-20-A0U-9002) x1"
6515-CF-002-9580,"CATHETER INTRAVENOUS, TEFLON, GREY, 16G X 3.25IN",EA,10,1,11.04,C,WHSE,,"TREATMENT KIT, IV/IO AND FLUIDS, MAJOR NAVAL WARSHIP (6545-20-A0U-8761) x10"
6515-CF-002-9589,"SET, SECONDARY MEDICAL, NEEDLELESS, WITH HANGER AND MALE LUER LOCK ADAPTER, 37IN (94CM)",EA,18,3,2.17,D,WHSE,,"KIT, TMT CRASH CART, MAJOR WARSHIP, MEDICAL TREATMENT FACILITY (6545-20-A0U-7793) x5; TREATMENT KIT, IV/IO AND FLUIDS, MAJOR NAVAL WARSHIP (6545-20-A0U-8761) x12; KIT, TREATMENT, MED TECH, BAG (6545-CF-002-1002) x1"
6515-CF-002-9612,"BAG, DISPOSABLE, 1000ML FOR SUCTION UNIT 6515-CF-002-9795",EA,1,1,27.72,C,WHSE,,"TREATMENT KIT, MAJOR MEDICAL EQUIPMENT AND RELATED CONSUMABLES, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY. (6545-20-A0U-9002) x1"
6515-CF-002-9769,ELECTROSURGICAL UNIT,EA,1,1,10754.63,A,WHSE,,"TREATMENT KIT, MAJOR MEDICAL EQUIPMENT AND RELATED CONSUMABLES, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY. (6545-20-A0U-9002) x1"
6515-CF-002-9795,"SUCTION UNIT, PORTABLE (NEW)",EA,1,1,1111.49,B,WHSE,,"TREATMENT KIT, MAJOR MEDICAL EQUIPMENT AND RELATED CONSUMABLES, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY. (6545-20-A0U-9002) x1"
6515-CF-002-9856,"TRAY, THORACENTESIS, SAFETY, NO NEEDLE",EA,1,1,17.71,C,WHSE,,"TREATMENT KIT, ENT, UROLOGY, OPHTHALMO, CHEST, GI AND GENERAL (6545-20-A0U-8765) x1"
6515-CF-003-0008,APPLICATOR DISPOSABLE,BX,0.7,4,13.05,C,WHSE,,"TREATMENT KIT, ENT, UROLOGY, OPHTHALMO, CHEST, GI AND GENERAL (6545-20-A0U-8765) x0.2; FIRST AID KIT GENERAL PURPOSE NO.1 FOR 1 TO 9 PERSONS (6545-21-111-8439) x0.1; KIT, MARITIME R1 MTF, MASCAL, EVACUATION, TRAUMA (6545-CF-005-0438) x0.3; KIT, TREATMENT, MED TECH, BAG (6545-CF-002-1002) x0.1"
6515-CF-005-0019,"FINGER COT, SURGICAL, NON-LATEX, POWDER-FREE, NITRILE",EA,720,1,0.11,C,WHSE,,"TREATMENT KIT, BANDAGES/DRESSINGS AND TRAYS, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY (6545-20-A0U-8755) x720"
6515-CF-005-0020,"DRESSING RETAINER, TUBULAR, ELASTIC, LATEX-FREE. LARGE HEAD SHOULDER THIGH 25YD(22.8M)/ROLL. SZ 6",EA,2,1,29.22,C,WHSE,,"TREATMENT KIT, BANDAGES/DRESSINGS AND TRAYS, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY (6545-20-A0U-8755) x2"
6515-CF-005-0029,"MANUAL SUCTION UNIT, STARTER KIT",EA,2,2,116.83,C,WHSE,,"KIT, TMT CRASH CART, MAJOR WARSHIP, MEDICAL TREATMENT FACILITY (6545-20-A0U-7793) x1; KIT, MARITIME R1 MTF, MASCAL, EVACUATION, TRAUMA (6545-CF-005-0438) x1"
6515-CF-005-0113,COCOON WARMING BLANKET DISPOSABLE UPPER BODY-ARMS OUT,EA,2,1,9.95,C,WHSE,,"TREATMENT KIT, MAJOR MEDICAL EQUIPMENT AND RELATED CONSUMABLES, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY. (6545-20-A0U-9002) x2"
6515-CF-005-0114,COCOON WARMING BLANKET DISPOSABLE FULL BODY,EA,2,1,9.95,C,WHSE,,"TREATMENT KIT, MAJOR MEDICAL EQUIPMENT AND RELATED CONSUMABLES, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY. (6545-20-A0U-9002) x2"
6515-CF-005-0115,COCOON WARMING BLANKET DISPOSABLE LOWER BODY,EA,2,1,9.95,C,WHSE,,"TREATMENT KIT, MAJOR MEDICAL EQUIPMENT AND RELATED CONSUMABLES, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY. (6545-20-A0U-9002) x2"
6515-CF-005-0117,COCOON WARMING BLANKET DISPOSABLE PAEDIACTRIC FULL BODY,EA,1,1,9.95,C,WHSE,,"TREATMENT KIT, MAJOR MEDICAL EQUIPMENT AND RELATED CONSUMABLES, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY. (6545-20-A0U-9002) x1"
6515-CF-005-0119,COCOON WARMING BLANKET DISPOSABLE ADULT FULL ACCESS UNDER BODY,EA,2,1,30,C,WHSE,,"TREATMENT KIT, MAJOR MEDICAL EQUIPMENT AND RELATED CONSUMABLES, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY. (6545-20-A0U-9002) x2"
6515-CF-005-0120,COCOON WARMING BLANKET DISPOSABLE FULL BODY LARGE,EA,2,1,18.4,C,WHSE,,"TREATMENT KIT, MAJOR MEDICAL EQUIPMENT AND RELATED CONSUMABLES, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY. (6545-20-A0U-9002) x2"
6515-CF-005-0182,CATHETER INSYTE AG 20GX1.88 IN PINK - AUTOGUARD BC PRO,BX,0.8,1,155.75,C,WHSE,,"TREATMENT KIT, IV/IO AND FLUIDS, MAJOR NAVAL WARSHIP (6545-20-A0U-8761) x0.8"
6515-CF-005-0209,"ELECTROCARDIOGRAPH, 12 LEAD - SCHILLER AT-102 G2",EA,1,1,5876,A,WHSE,,"TREATMENT KIT, MAJOR MEDICAL EQUIPMENT AND RELATED CONSUMABLES, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY. (6545-20-A0U-9002) x1"
6515-CF-005-0272,MINI-WRIGHT STANDARD ATS SCALE PEAK FLOW METER,EA,1,1,34.2,C,WHSE,,"TREATMENT KIT, DIAGNOSTIC AND SCOPES, MAJOR NAVAL WARSHIP (6545-20-A0U-8767) x1"
6515-CF-005-0273,"MINI WRIGHT PEAK FLOW METER MOUTHPIECE, DISPOSABLE",PG,1,1,54,C,WHSE,,"TREATMENT KIT, DIAGNOSTIC AND SCOPES, MAJOR NAVAL WARSHIP (6545-20-A0U-8767) x1"
6515-CF-005-0356,"LINER, BEDPAN, SUPER-ABSORBENT PAD",EA,40,1,0.85,C,WHSE,,"TREATMENT KIT, HYGIENE AND PPE (6545-20-A0U-8764) x40"
6515-CF-005-0387,"CONDOM, POLYISOPRENE, LATEX-FREE, LUBRICATED",EA,1440,1,0.47,C,WHSE,,"TREATMENT KIT, HYGIENE AND PPE (6545-20-A0U-8764) x1440"
6515-CF-005-0473,QINFLOW WARRIOR LITE EXTENDED SET FLUID WARMER,EA,1,1,7300,A,WHSE,,"TREATMENT KIT, MAJOR MEDICAL EQUIPMENT AND RELATED CONSUMABLES, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY. (6545-20-A0U-9002) x1"
6515-CF-005-0474,QINFLOW COMPACT DISPOSABLE UNIT FLUID WARMER,EA,6,1,135.84,C,WHSE,,"TREATMENT KIT, MAJOR MEDICAL EQUIPMENT AND RELATED CONSUMABLES, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY. (6545-20-A0U-9002) x6"
6515-CF-005-0607,"GLOVE, EXAM NITRILE NON-STERILE CHEMO TESTED SMALL",BX,20,1,22.28,C,WHSE,,"TREATMENT KIT, HYGIENE AND PPE (6545-20-A0U-8764) x20"
6515-CF-005-0608,"GLOVE, EXAM NITRILE NON-STERILE CHEMO TESTED MEDIUM",BX,22,2,22.28,C,WHSE,,"TREATMENT KIT, HYGIENE AND PPE (6545-20-A0U-8764) x20; KIT, MARITIME R1 MTF, MASCAL, EVACUATION, TRAUMA (6545-CF-005-0438) x2"
6515-CF-005-0609,"GLOVE, EXAM NITRILE NON-STERILE CHEMO TESTED LARGE",BX,22.44,4,22.28,C,WHSE,,"KIT, MEDICAL, C.A.F. DIVE TEAM (6545-20-A0M-1006) x0.4; FIRST AID KIT GENERAL PURPOSE NO.1 FOR 1 TO 9 PERSONS (6545-21-111-8439) x0.04; TREATMENT KIT, HYGIENE AND PPE (6545-20-A0U-8764) x20; KIT, MARITIME R1 MTF, MASCAL, EVACUATION, TRAUMA (6545-CF-005-0438) x2"
6515-CF-005-0610,"GLOVE, EXAM NITRILE NON-STERILE CHEMO TESTED XLARGE",BX,7,2,19.31,C,WHSE,,"TREATMENT KIT, HYGIENE AND PPE (6545-20-A0U-8764) x5; KIT, MARITIME R1 MTF, MASCAL, EVACUATION, TRAUMA (6545-CF-005-0438) x2"
6515-CF-005-0619,"SILICONE PENROSE DRAIN FOR CLOSED WOUND DRAINAGE 1/4"" X 12""",EA,10,1,9.99,C,WHSE,,"TREATMENT KIT, ENT, UROLOGY, OPHTHALMO, CHEST, GI AND GENERAL (6545-20-A0U-8765) x10"
6515-CF-005-0648,MCGRATH MAC VL VIDEO LARYNGOSCOPE,EA,1,1,2200,B,WHSE,,"TREATMENT KIT, MAJOR MEDICAL EQUIPMENT AND RELATED CONSUMABLES, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY. (6545-20-A0U-9002) x1"
